id,title,slug,poster_url,director,country,year,film_type,plot,genres,poster_url,combined_features
60,Cơm Tấm Bì,com-tam-bi,https://lamsonfood.com/wp-content/uploads/2022/02/com-tam-duoc-nhieu-nguoi-yeu-thich.jpg,Cơm Tấm Bà Sáu,Việt Nam,2025,Cơm tấm,"Cơm tấm bì heo giòn dai Món này được phục vụ tại quán Cơm Tấm Bà Sáu địa chỉ 89 Hoàng Văn Thụ, Quận Liên Chiểu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905678901.",Cơm tấm,http://localhost:5173/images/foods/https://lamsonfood.com/wp-content/uploads/2022/02/com-tam-duoc-nhieu-nguoi-yeu-thich.jpg,"Cơm Tấm Bì Cơm tấm bì heo giòn dai Món này được phục vụ tại quán Cơm Tấm Bà Sáu địa chỉ 89 Hoàng Văn Thụ, Quận Liên Chiểu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905678901. Cơm tấm Cơm Tấm Bà Sáu Việt Nam Cơm tấm"
61,Cơm Tấm Gà Nướng,com-tam-ga-nuong,https://tse2.mm.bing.net/th/id/OIP.tBH5N9YaS3jHgTwSzUa6QQHaHa?rs=1&pid=ImgDetMain,Cơm Tấm Bà Sáu,Việt Nam,2025,Cơm tấm,"Cơm tấm gà nướng thơm lừng Món này được phục vụ tại quán Cơm Tấm Bà Sáu địa chỉ 89 Hoàng Văn Thụ, Quận Liên Chiểu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905678901.",Cơm tấm,http://localhost:5173/images/foods/https://tse2.mm.bing.net/th/id/OIP.tBH5N9YaS3jHgTwSzUa6QQHaHa?rs=1&pid=ImgDetMain,"Cơm Tấm Gà Nướng Cơm tấm gà nướng thơm lừng Món này được phục vụ tại quán Cơm Tấm Bà Sáu địa chỉ 89 Hoàng Văn Thụ, Quận Liên Chiểu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905678901. Cơm tấm Cơm Tấm Bà Sáu Việt Nam Cơm tấm"
62,Cơm Tấm Sườn Non Kho,com-tam-suon-non-kho,https://cdn.tgdd.vn/2021/08/CookProduct/t1-1200x676.jpg,Cơm Tấm Bà Sáu,Việt Nam,2025,Cơm tấm,"Cơm tấm sườn non kho mềm Món này được phục vụ tại quán Cơm Tấm Bà Sáu địa chỉ 89 Hoàng Văn Thụ, Quận Liên Chiểu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905678901.",Cơm tấm,http://localhost:5173/images/foods/https://cdn.tgdd.vn/2021/08/CookProduct/t1-1200x676.jpg,"Cơm Tấm Sườn Non Kho Cơm tấm sườn non kho mềm Món này được phục vụ tại quán Cơm Tấm Bà Sáu địa chỉ 89 Hoàng Văn Thụ, Quận Liên Chiểu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905678901. Cơm tấm Cơm Tấm Bà Sáu Việt Nam Cơm tấm"
63,Cơm Tấm Sườn Đặc Biệt,com-tam-suon-dac-biet,https://canbepnho.com/wp-content/uploads/2023/02/Den-Viet-Nam-khong-the-bo-qua-com-tam-suon-bi-cha-3.jpg,Cơm Tấm Sườn Ngon,Việt Nam,2025,Cơm tấm,"Cơm tấm sườn đặc biệt full topping Món này được phục vụ tại quán Cơm Tấm Sườn Ngon địa chỉ 234 Phan Châu Trinh, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905789012.",Cơm tấm,http://localhost:5173/images/foods/https://canbepnho.com/wp-content/uploads/2023/02/Den-Viet-Nam-khong-the-bo-qua-com-tam-suon-bi-cha-3.jpg,"Cơm Tấm Sườn Đặc Biệt Cơm tấm sườn đặc biệt full topping Món này được phục vụ tại quán Cơm Tấm Sườn Ngon địa chỉ 234 Phan Châu Trinh, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905789012. Cơm tấm Cơm Tấm Sườn Ngon Việt Nam Cơm tấm"
64,Cơm Tấm Sườn BBQ,com-tam-suon-bbq,https://trixie.com.vn/media/images/article/43561209/com-suon-nuong-bbq%204.png,Cơm Tấm Sườn Ngon,Việt Nam,2025,Cơm tấm,"Cơm tấm sườn BBQ kiểu Mỹ Món này được phục vụ tại quán Cơm Tấm Sườn Ngon địa chỉ 234 Phan Châu Trinh, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905789012.",Cơm tấm,http://localhost:5173/images/foods/https://trixie.com.vn/media/images/article/43561209/com-suon-nuong-bbq%204.png,"Cơm Tấm Sườn BBQ Cơm tấm sườn BBQ kiểu Mỹ Món này được phục vụ tại quán Cơm Tấm Sườn Ngon địa chỉ 234 Phan Châu Trinh, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905789012. Cơm tấm Cơm Tấm Sườn Ngon Việt Nam Cơm tấm"
65,Cơm Tấm Sườn Cay,com-tam-suon-cay,https://lamsonfood.com/wp-content/uploads/2022/02/com-tam-duoc-nhieu-nguoi-yeu-thich.jpg,Cơm Tấm Sườn Ngon,Việt Nam,2025,Cơm tấm,"Cơm tấm sườn ướp cay nồng Món này được phục vụ tại quán Cơm Tấm Sườn Ngon địa chỉ 234 Phan Châu Trinh, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905789012.",Cơm tấm,http://localhost:5173/images/foods/https://lamsonfood.com/wp-content/uploads/2022/02/com-tam-duoc-nhieu-nguoi-yeu-thich.jpg,"Cơm Tấm Sườn Cay Cơm tấm sườn ướp cay nồng Món này được phục vụ tại quán Cơm Tấm Sườn Ngon địa chỉ 234 Phan Châu Trinh, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905789012. Cơm tấm Cơm Tấm Sườn Ngon Việt Nam Cơm tấm"
66,Cơm Tấm Sườn Mật Ong,com-tam-suon-mat-ong,https://cdn.tgdd.vn/Files/2021/08/09/1373996/tu-lam-com-tam-suon-trung-don-gian-thom-ngon-nhu-ngoai-hang-202201071248422991.jpg,Cơm Tấm Sườn Ngon,Việt Nam,2025,Cơm tấm,"Cơm tấm sườn ướp mật ong Món này được phục vụ tại quán Cơm Tấm Sườn Ngon địa chỉ 234 Phan Châu Trinh, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905789012.",Cơm tấm,http://localhost:5173/images/foods/https://cdn.tgdd.vn/Files/2021/08/09/1373996/tu-lam-com-tam-suon-trung-don-gian-thom-ngon-nhu-ngoai-hang-202201071248422991.jpg,"Cơm Tấm Sườn Mật Ong Cơm tấm sườn ướp mật ong Món này được phục vụ tại quán Cơm Tấm Sườn Ngon địa chỉ 234 Phan Châu Trinh, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905789012. Cơm tấm Cơm Tấm Sườn Ngon Việt Nam Cơm tấm"
67,Cơm Tấm Sườn Heo Rừng,com-tam-suon-heo-rung,https://lamsonfood.com/wp-content/uploads/2022/02/com-tam-duoc-nhieu-nguoi-yeu-thich.jpg,Cơm Tấm Sườn Ngon,Việt Nam,2025,Cơm tấm,"Cơm tấm sườn heo rừng thơm ngon Món này được phục vụ tại quán Cơm Tấm Sườn Ngon địa chỉ 234 Phan Châu Trinh, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905789012.",Cơm tấm,http://localhost:5173/images/foods/https://lamsonfood.com/wp-content/uploads/2022/02/com-tam-duoc-nhieu-nguoi-yeu-thich.jpg,"Cơm Tấm Sườn Heo Rừng Cơm tấm sườn heo rừng thơm ngon Món này được phục vụ tại quán Cơm Tấm Sườn Ngon địa chỉ 234 Phan Châu Trinh, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905789012. Cơm tấm Cơm Tấm Sườn Ngon Việt Nam Cơm tấm"
68,Cơm Tấm Sườn Xả Ớt,com-tam-suon-xa-ot,https://cdn.tgdd.vn/Files/2021/08/16/1375565/cach-nau-com-tam-suon-bi-cha-tai-nha-ngon-nhu-ngoai-tiem-202108162216045436.jpg,Cơm Tấm Sườn Ngon,Việt Nam,2025,Cơm tấm,"Cơm tấm sườn xả ớt đậm đà Món này được phục vụ tại quán Cơm Tấm Sườn Ngon địa chỉ 234 Phan Châu Trinh, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905789012.",Cơm tấm,http://localhost:5173/images/foods/https://cdn.tgdd.vn/Files/2021/08/16/1375565/cach-nau-com-tam-suon-bi-cha-tai-nha-ngon-nhu-ngoai-tiem-202108162216045436.jpg,"Cơm Tấm Sườn Xả Ớt Cơm tấm sườn xả ớt đậm đà Món này được phục vụ tại quán Cơm Tấm Sườn Ngon địa chỉ 234 Phan Châu Trinh, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905789012. Cơm tấm Cơm Tấm Sườn Ngon Việt Nam Cơm tấm"
69,Cơm Tấm Sườn Non,com-tam-suon-non,https://comtambason.com/wp-content/uploads/2020/12/Suon-cha.png,Cơm Tấm Sườn Ngon,Việt Nam,2025,Cơm tấm,"Cơm tấm sườn non mềm ngon Món này được phục vụ tại quán Cơm Tấm Sườn Ngon địa chỉ 234 Phan Châu Trinh, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905789012.",Cơm tấm,http://localhost:5173/images/foods/https://comtambason.com/wp-content/uploads/2020/12/Suon-cha.png,"Cơm Tấm Sườn Non Cơm tấm sườn non mềm ngon Món này được phục vụ tại quán Cơm Tấm Sườn Ngon địa chỉ 234 Phan Châu Trinh, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905789012. Cơm tấm Cơm Tấm Sườn Ngon Việt Nam Cơm tấm"
70,Cơm Tấm Combo Gia Đình,com-tam-combo-gia-dinh,https://tse4.mm.bing.net/th/id/OIP.zfwd7yctDpX0nki0A7XgNQHaEK?rs=1&pid=ImgDetMain,Cơm Tấm Sườn Ngon,Việt Nam,2025,Cơm tấm,"Cơm tấm combo cho 4 người Món này được phục vụ tại quán Cơm Tấm Sườn Ngon địa chỉ 234 Phan Châu Trinh, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905789012.",Cơm tấm,http://localhost:5173/images/foods/https://tse4.mm.bing.net/th/id/OIP.zfwd7yctDpX0nki0A7XgNQHaEK?rs=1&pid=ImgDetMain,"Cơm Tấm Combo Gia Đình Cơm tấm combo cho 4 người Món này được phục vụ tại quán Cơm Tấm Sườn Ngon địa chỉ 234 Phan Châu Trinh, Huyện Hòa Vang, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905789012. Cơm tấm Cơm Tấm Sườn Ngon Việt Nam Cơm tấm"
71,Cơm Gà Xé,com-ga-xe,https://phugiafood.com/wp-content/uploads/2021/11/Com-ga-xe-phay-1-1024x768.jpg,Cơm Gà Đà Nẵng,Việt Nam,2025,Cơm,"Cơm gà xé thơm ngon Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123.",Cơm,http://localhost:5173/images/foods/https://phugiafood.com/wp-content/uploads/2021/11/Com-ga-xe-phay-1-1024x768.jpg,"Cơm Gà Xé Cơm gà xé thơm ngon Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123. Cơm Cơm Gà Đà Nẵng Việt Nam Cơm"
72,Cơm Gà Nướng,com-ga-nuong,https://tse2.mm.bing.net/th/id/OIP.tBH5N9YaS3jHgTwSzUa6QQHaHa?rs=1&pid=ImgDetMain,Cơm Gà Đà Nẵng,Việt Nam,2025,Cơm,"Cơm gà nướng da giòn Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123.",Cơm,http://localhost:5173/images/foods/https://tse2.mm.bing.net/th/id/OIP.tBH5N9YaS3jHgTwSzUa6QQHaHa?rs=1&pid=ImgDetMain,"Cơm Gà Nướng Cơm gà nướng da giòn Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123. Cơm Cơm Gà Đà Nẵng Việt Nam Cơm"
73,Cơm Gà Luộc,com-ga-luoc,https://tse2.mm.bing.net/th/id/OIP.8CbJFAx1I9Nd4c3Xt6K_7AHaFM?rs=1&pid=ImgDetMain,Cơm Gà Đà Nẵng,Việt Nam,2025,Cơm,"Cơm gà luộc mềm ngon Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123.",Cơm,http://localhost:5173/images/foods/https://tse2.mm.bing.net/th/id/OIP.8CbJFAx1I9Nd4c3Xt6K_7AHaFM?rs=1&pid=ImgDetMain,"Cơm Gà Luộc Cơm gà luộc mềm ngon Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123. Cơm Cơm Gà Đà Nẵng Việt Nam Cơm"
74,Cơm Gà Quay,com-ga-quay,https://i-giadinh.vnecdn.net/2022/04/06/Thanh-pham-1-1-4812-1649254024.jpg,Cơm Gà Đà Nẵng,Việt Nam,2025,Cơm,"Cơm gà quay giòn bì Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123.",Cơm,http://localhost:5173/images/foods/https://i-giadinh.vnecdn.net/2022/04/06/Thanh-pham-1-1-4812-1649254024.jpg,"Cơm Gà Quay Cơm gà quay giòn bì Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123. Cơm Cơm Gà Đà Nẵng Việt Nam Cơm"
75,Cơm Đùi Gà Quay,com-dui-ga-quay,https://tapchiamthuc.net/wp-content/uploads/2023/03/gd.jpg,Cơm Gà Đà Nẵng,Việt Nam,2025,Cơm,"Cơm đùi gà quay giòn thơm Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123.",Cơm,http://localhost:5173/images/foods/https://tapchiamthuc.net/wp-content/uploads/2023/03/gd.jpg,"Cơm Đùi Gà Quay Cơm đùi gà quay giòn thơm Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123. Cơm Cơm Gà Đà Nẵng Việt Nam Cơm"
76,Cơm Cánh Gà Quay,com-canh-ga-quay,https://burgerking.vn/media/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/c/_/c_m_c_nh_g_bbq_1.png,Cơm Gà Đà Nẵng,Việt Nam,2025,Cơm,"Cơm cánh gà quay giòn Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123.",Cơm,http://localhost:5173/images/foods/https://burgerking.vn/media/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/c/_/c_m_c_nh_g_bbq_1.png,"Cơm Cánh Gà Quay Cơm cánh gà quay giòn Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123. Cơm Cơm Gà Đà Nẵng Việt Nam Cơm"
77,Cơm Gà Kho Gừng,com-ga-kho-gung,https://tse2.mm.bing.net/th/id/OIP.8CbJFAx1I9Nd4c3Xt6K_7AHaFM?rs=1&pid=ImgDetMain,Cơm Gà Đà Nẵng,Việt Nam,2025,Cơm,"Cơm gà kho gừng đậm đà Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123.",Cơm,http://localhost:5173/images/foods/https://tse2.mm.bing.net/th/id/OIP.8CbJFAx1I9Nd4c3Xt6K_7AHaFM?rs=1&pid=ImgDetMain,"Cơm Gà Kho Gừng Cơm gà kho gừng đậm đà Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123. Cơm Cơm Gà Đà Nẵng Việt Nam Cơm"
78,Cơm Gà Rán,com-ga-ran,https://cdn.tgdd.vn/Files/2017/03/22/963765/cach-lam-ga-ran-thom-ngon-8_760x450.jpg,Cơm Gà Đà Nẵng,Việt Nam,2025,Cơm,"Cơm gà rán giòn rụm Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123.",Cơm,http://localhost:5173/images/foods/https://cdn.tgdd.vn/Files/2017/03/22/963765/cach-lam-ga-ran-thom-ngon-8_760x450.jpg,"Cơm Gà Rán Cơm gà rán giòn rụm Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123. Cơm Cơm Gà Đà Nẵng Việt Nam Cơm"
79,Cơm Gà Chiên Nước Mắm,com-ga-chien-nuoc-mam,https://tse2.mm.bing.net/th/id/OIP.tBH5N9YaS3jHgTwSzUa6QQHaHa?rs=1&pid=ImgDetMain,Cơm Gà Đà Nẵng,Việt Nam,2025,Cơm,"Cơm gà chiên nước mắm thơm ngon Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123.",Cơm,http://localhost:5173/images/foods/https://tse2.mm.bing.net/th/id/OIP.tBH5N9YaS3jHgTwSzUa6QQHaHa?rs=1&pid=ImgDetMain,"Cơm Gà Chiên Nước Mắm Cơm gà chiên nước mắm thơm ngon Món này được phục vụ tại quán Cơm Gà Đà Nẵng địa chỉ 145 Trần Phú, Quận Hải Châu, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0905890123. Cơm Cơm Gà Đà Nẵng Việt Nam Cơm"
80,Cơm Chiên Dương Châu,com-chien-duong-chau,https://baovephapluat.vn/data/images/0/2020/11/28/huyenpt/com-chien3.jpg,Cơm Chiên Đà Nẵng,Việt Nam,2025,Cơm rang,"Cơm chiên Dương Châu đầy đủ Món này được phục vụ tại quán Cơm Chiên Đà Nẵng địa chỉ 67 Lê Lợi, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0906901234.",Cơm rang,http://localhost:5173/images/foods/https://baovephapluat.vn/data/images/0/2020/11/28/huyenpt/com-chien3.jpg,"Cơm Chiên Dương Châu Cơm chiên Dương Châu đầy đủ Món này được phục vụ tại quán Cơm Chiên Đà Nẵng địa chỉ 67 Lê Lợi, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0906901234. Cơm rang Cơm Chiên Đà Nẵng Việt Nam Cơm rang"
81,Cơm Chiên Trứng,com-chien-trung,https://cdn.tgdd.vn/Files/2019/06/05/1171265/cach-lam-com-chien-trung-hat-com-toi-khong-bi-nhao-202203031523399671.jpg,Cơm Chiên Đà Nẵng,Việt Nam,2025,Cơm rang,"Cơm chiên trứng đơn giản Món này được phục vụ tại quán Cơm Chiên Đà Nẵng địa chỉ 67 Lê Lợi, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0906901234.",Cơm rang,http://localhost:5173/images/foods/https://cdn.tgdd.vn/Files/2019/06/05/1171265/cach-lam-com-chien-trung-hat-com-toi-khong-bi-nhao-202203031523399671.jpg,"Cơm Chiên Trứng Cơm chiên trứng đơn giản Món này được phục vụ tại quán Cơm Chiên Đà Nẵng địa chỉ 67 Lê Lợi, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0906901234. Cơm rang Cơm Chiên Đà Nẵng Việt Nam Cơm rang"
82,Cơm Chiên Hải Sản,com-chien-hai-san,https://i.ytimg.com/vi/ZbSbc9Z8K6E/maxresdefault.jpg,Cơm Chiên Đà Nẵng,Việt Nam,2025,Cơm rang,"Cơm chiên hải sản tươi ngon Món này được phục vụ tại quán Cơm Chiên Đà Nẵng địa chỉ 67 Lê Lợi, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0906901234.",Cơm rang,http://localhost:5173/images/foods/https://i.ytimg.com/vi/ZbSbc9Z8K6E/maxresdefault.jpg,"Cơm Chiên Hải Sản Cơm chiên hải sản tươi ngon Món này được phục vụ tại quán Cơm Chiên Đà Nẵng địa chỉ 67 Lê Lợi, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0906901234. Cơm rang Cơm Chiên Đà Nẵng Việt Nam Cơm rang"
83,Cơm Chiên Thịt Bò,com-chien-thit-bo,https://imgs.vietnamnet.vn/Images/2016/02/27/09/20160227090830-com-rang-thit-bo-chac-bung-cho-bua-sang-beef-fried-rice-5-1456502480-width600height413.jpg?width=0&s=XRPtCckMY_pRrXEDTHAEhA,Cơm Chiên Đà Nẵng,Việt Nam,2025,Cơm rang,"Cơm chiên thịt bò mềm ngọt Món này được phục vụ tại quán Cơm Chiên Đà Nẵng địa chỉ 67 Lê Lợi, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0906901234.",Cơm rang,http://localhost:5173/images/foods/https://imgs.vietnamnet.vn/Images/2016/02/27/09/20160227090830-com-rang-thit-bo-chac-bung-cho-bua-sang-beef-fried-rice-5-1456502480-width600height413.jpg?width=0&s=XRPtCckMY_pRrXEDTHAEhA,"Cơm Chiên Thịt Bò Cơm chiên thịt bò mềm ngọt Món này được phục vụ tại quán Cơm Chiên Đà Nẵng địa chỉ 67 Lê Lợi, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0906901234. Cơm rang Cơm Chiên Đà Nẵng Việt Nam Cơm rang"
84,Cơm Chiên Gà,com-chien-ga,https://cdn.tgdd.vn/2021/01/CookRecipe/Avatar/com-chien-ga-xoi-mo-thumbnail.jpg,Cơm Chiên Đà Nẵng,Việt Nam,2025,Cơm rang,"Cơm chiên gà thơm ngon Món này được phục vụ tại quán Cơm Chiên Đà Nẵng địa chỉ 67 Lê Lợi, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0906901234.",Cơm rang,http://localhost:5173/images/foods/https://cdn.tgdd.vn/2021/01/CookRecipe/Avatar/com-chien-ga-xoi-mo-thumbnail.jpg,"Cơm Chiên Gà Cơm chiên gà thơm ngon Món này được phục vụ tại quán Cơm Chiên Đà Nẵng địa chỉ 67 Lê Lợi, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0906901234. Cơm rang Cơm Chiên Đà Nẵng Việt Nam Cơm rang"
85,Cơm Chiên Xá Xíu,com-chien-xa-xiu,https://photo.znews.vn/w660/Uploaded/tmuitg/2020_11_16/maiod.jpg,Cơm Chiên Đà Nẵng,Việt Nam,2025,Cơm rang,"Cơm chiên xá xíu Trung Hoa Món này được phục vụ tại quán Cơm Chiên Đà Nẵng địa chỉ 67 Lê Lợi, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0906901234.",Cơm rang,http://localhost:5173/images/foods/https://photo.znews.vn/w660/Uploaded/tmuitg/2020_11_16/maiod.jpg,"Cơm Chiên Xá Xíu Cơm chiên xá xíu Trung Hoa Món này được phục vụ tại quán Cơm Chiên Đà Nẵng địa chỉ 67 Lê Lợi, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0906901234. Cơm rang Cơm Chiên Đà Nẵng Việt Nam Cơm rang"
86,Cơm Chiên Heo Quay,com-chien-heo-quay,https://img-global.cpcdn.com/recipes/1f3479b6cd02e393/680x482cq70/c%C6%A1m-rang-th%E1%BB%8Bt-heo-quay-lowcarb-recipe-main-photo.jpg,Cơm Chiên Đà Nẵng,Việt Nam,2025,Cơm rang,"Cơm chiên heo quay giòn bì Món này được phục vụ tại quán Cơm Chiên Đà Nẵng địa chỉ 67 Lê Lợi, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0906901234.",Cơm rang,http://localhost:5173/images/foods/https://img-global.cpcdn.com/recipes/1f3479b6cd02e393/680x482cq70/c%C6%A1m-rang-th%E1%BB%8Bt-heo-quay-lowcarb-recipe-main-photo.jpg,"Cơm Chiên Heo Quay Cơm chiên heo quay giòn bì Món này được phục vụ tại quán Cơm Chiên Đà Nẵng địa chỉ 67 Lê Lợi, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0906901234. Cơm rang Cơm Chiên Đà Nẵng Việt Nam Cơm rang"
87,Cơm Chiên Lạp Xưởng,com-chien-lap-xuong,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToElsJpafd_aGHUMfE1Iqdg4WDUfJVXhcqlg&s,Cơm Chiên Đà Nẵng,Việt Nam,2025,Cơm rang,"Cơm chiên lạp xưởng thơm ngon Món này được phục vụ tại quán Cơm Chiên Đà Nẵng địa chỉ 67 Lê Lợi, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0906901234.",Cơm rang,http://localhost:5173/images/foods/https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToElsJpafd_aGHUMfE1Iqdg4WDUfJVXhcqlg&s,"Cơm Chiên Lạp Xưởng Cơm chiên lạp xưởng thơm ngon Món này được phục vụ tại quán Cơm Chiên Đà Nẵng địa chỉ 67 Lê Lợi, Quận Sơn Trà, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0906901234. Cơm rang Cơm Chiên Đà Nẵng Việt Nam Cơm rang"
88,Cơm Sườn Kho,com-suon-kho,https://i.ytimg.com/vi/VNwsb7wpuMk/maxresdefault.jpg,Cơm Văn Phòng Bình Dân,Việt Nam,2025,Cơm,"Cơm sườn kho đậm đà Món này được phục vụ tại quán Cơm Văn Phòng Bình Dân địa chỉ 190 Nguyễn Chí Thanh, Quận Thanh Khê, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907012345.",Cơm,http://localhost:5173/images/foods/https://i.ytimg.com/vi/VNwsb7wpuMk/maxresdefault.jpg,"Cơm Sườn Kho Cơm sườn kho đậm đà Món này được phục vụ tại quán Cơm Văn Phòng Bình Dân địa chỉ 190 Nguyễn Chí Thanh, Quận Thanh Khê, Đà Nẵng, Việt Nam. Số điện thoại liên hệ: 0907012345. Cơm Cơm Văn Phòng Bình Dân Việt Nam Cơm"
